Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews1887310824.png?v=1684510600,87,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-110573833.png?v=1684510603,88,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-841720050.png?v=1684510607,89,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-1821415702.png?v=1684510610,90,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-1863455816.png?v=1684510613,91,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-1237428846.png?v=1684510616,92,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews1001680042.png?v=1684510619,93,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-1355017150.png?v=1684510622,94,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews725260413.png?v=1684510625,95,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews922560576.png?v=1684510628,96,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-471830808.png?v=1684510631,97,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews597489483.png?v=1684510634,98,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-1981442476.png?v=1684510637,99,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-529532427.png?v=1684510640,100,Dog Mom Wine Tumblers | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews1887201284.png?v=1684360793,101,generated-proPreview-48,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-625481773.png?v=1684360795,102,generated-proPreview-49,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-2072081241.png?v=1684360798,103,generated-proPreview-50,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews1828108845.png?v=1684360800,104,generated-proPreview-51,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews1033182505.png?v=1684360803,105,generated-proPreview-52,,,,,,,,,,,,,,,,,,,,,,,,,,
dog-mom-wine-tumblers,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/files/pro-previews-2122608373.png?v=1684360805,106,generated-proPreview-53,,,,,,,,,,,,,,,,,,,,,,,,,,
cozy-calming-blanket,Cozy Calming™ Blanket,"<p><span style=""font-weight: 400;"">The Cozy Calming Blanket is designed for the most comfortable snoozing experience possible. Made of premium sherpa fabric that provides warmth and a calming sense of security. Easy and convenient to clean, it’s the perfect way to calm and relax your four-legged friend.</span></p>",Alpha Paw,Animals & Pet Supplies > Pet Supplies > Dog Supplies,"","_wf_cus, beds-blankets, clearance, dog, growaov-collection, woo_import_1",true,Color,Grey,Size,"Small (24"" x 32"")",,,SPBT-GREY-000S,453.59237,shopify,deny,manual,12.00,30.00,true,true,'850027409405,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-1.jpg?v=1676264676,1,Cozy Calming™ Blanket | Alpha Paw,false,Blankets for Dogs | Cozy Calming™ by Alpha Paw,"The cozy calming dog blanket is designed for the most comfortable snoozing experience possible. Made of premium sherpa fabric that provides warmth and a calming sense of security. Easy and convenient to clean, it’s the perfect way to calm and relax your four-legged friend.",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-12.jpg?v=1676264702,lb,,1.98,true,true,,,true,,,active
cozy-calming-blanket,,,,,,,,,Grey,,"Medium (32"" x 40"")",,,SPBT-GREY-000M,453.59237,shopify,deny,manual,15.00,40.00,true,true,'850027409412,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-2.jpg?v=1676264678,2,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-8.jpg?v=1676264693,lb,,2.59,,,,,,,,
cozy-calming-blanket,,,,,,,,,Grey,,"Large (40"" x 47"")",,,SPBT-GREY-000L,453.59237,shopify,deny,manual,20.00,50.00,true,true,'850027409429,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-3.jpg?v=1676264681,3,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-4.jpg?v=1676264684,lb,,3.58,,,,,,,,
cozy-calming-blanket,,,,,,,,,Beige,,"Small (24"" x 32"")",,,SPBT-BEIG-000S,453.59237,shopify,deny,manual,12.00,30.00,true,true,'850027409252,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-4.jpg?v=1676264684,4,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-11.jpg?v=1676264700,lb,,1.82,,,,,,,,
cozy-calming-blanket,,,,,,,,,Beige,,"Medium (32"" x 40"")",,,SPBT-BEIG-000M,453.59237,shopify,deny,manual,15.00,40.00,true,true,'850027409245,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-5.jpg?v=1676264686,5,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-5.jpg?v=1676264686,lb,,2.63,,,,,,,,
cozy-calming-blanket,,,,,,,,,Beige,,"Large (40"" x 47"")",,,SPBT-BEIG-000L,907.18474,shopify,deny,manual,20.00,50.00,true,true,'850027409269,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-6.jpg?v=1676264688,6,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-13.jpg?v=1676264705,lb,,4.53,,,,,,,,
cozy-calming-blanket,,,,,,,,,White,,"Small (24"" x 32"")",,,SPBT-WHTE-000S,453.59237,shopify,deny,manual,12.00,30.00,true,true,'850027409313,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-7.jpg?v=1676264691,7,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-9.jpg?v=1676264695,lb,,2.00,,,,,,,,
cozy-calming-blanket,,,,,,,,,White,,"Medium (32"" x 40"")",,,SPBT-WHTE-000M,453.59237,shopify,deny,manual,15.00,40.00,true,true,'850027409306,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-8.jpg?v=1676264693,8,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-7.jpg?v=1676264691,lb,,3.21,,,,,,,,
cozy-calming-blanket,,,,,,,,,White,,"Large (40"" x 47"")",,,SPBT-WHTE-000L,1360.77711,shopify,deny,manual,20.00,50.00,true,true,'850027409283,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-9.jpg?v=1676264695,9,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-3.jpg?v=1676264681,lb,,4.10,,,,,,,,
cozy-calming-blanket,,,,,,,,,Blue,,"Small (24"" x 32"")",,,SPBT-BLUE-000S,453.59237,shopify,deny,manual,12.00,30.00,true,true,'850027409320,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-10.jpg?v=1676264698,10,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-10.jpg?v=1676264698,lb,,2.23,,,,,,,,
cozy-calming-blanket,,,,,,,,,Blue,,"Medium (32"" x 40"")",,,SPBT-BLUE-000M,453.59237,shopify,deny,manual,15.00,40.00,true,true,'850027409276,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-11.jpg?v=1676264700,11,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-6.jpg?v=1676264688,lb,,3.18,,,,,,,,
cozy-calming-blanket,,,,,,,,,Blue,,"Large (40"" x 47"")",,,SPBT-BLUE-000L,907.18474,shopify,deny,manual,20.00,50.00,true,true,'850027409290,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-12.jpg?v=1676264702,12,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-2.jpg?v=1676264678,lb,,1.82,,,,,,,,
cozy-calming-blanket,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/cozy-calmingtm-blanket-alpha-paw-13.jpg?v=1676264705,13,Cozy Calming™ Blanket | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pawproof-throw-blanket,PawProof™ Throw Blanket,"<p>The PawProof Throw Blanket is a waterproof, machine washable, and stylish option to protect your furniture, car seats, and more <meta charset=""utf-8""><span data-mce-fragment=""1"">from pet hair, dirt, spills and scratching damage</span>. <meta charset=""utf-8""><span data-mce-fragment=""1"">Easy and convenient to clean, it's the ultimate place to rest while blending into your modern home. </span></p>
<p><strong>Benefits:</strong><br>✔ <strong>Protects Furniture</strong><span> from hair, dirt, spills, and scratching damage<br></span>✔ <strong>Waterproof Lining</strong> prevents liquids from seeping through<br>✔ <strong>Machine Washable</strong> to keep your pup fresh<br>✔ <strong>Soft, Faux Fur</strong> on one side and microsuede on the other<br>✔ <strong>30-Day Money-Back Guarantee</strong> love it or get your money back</p>
<div class=""aditional"" data-mce-fragment=""1""></div>",Alpha Paw,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Beds,"","_wf_cus, beds-blankets, dog, growaov-collection, new-products, woo_import_1",true,Color,Beige,Size,"Medium (48""L x 58""W)",,,40BT-BEIG-000M,2267.96185,shopify,continue,manual,69.00,169.00,true,true,'850027409337,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-1.jpg?v=1676264676,1,PawProof™ Throw Blanket | Alpha Paw,false,Dog Throw Blankets | PawProof™ by Alpha Paw,"Pamper your pet with the most comfortable snoozing experience possible - the PawProof™ blanket's luxurious fur creates a stylish and comfy alternative to dull dog beds. Easy and convenient to clean, it's the ultimate place to rest while blending into your modern home.",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-10.jpg?v=1676264697,lb,,9.15,true,true,,,true,,,active
pawproof-throw-blanket,,,,,,,,,Beige,,"Small (28""L x 38""W)",,,40BT-BEIG-000S,2267.96185,shopify,continue,manual,79.00,149.00,true,true,'850027409344,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-2.jpg?v=1676264678,2,PawProof™ Throw Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-10.jpg?v=1676264697,lb,,4.60,,,,,,,,
pawproof-throw-blanket,,,,,,,,,Grey,,"Medium (48""L x 58""W)",,,40BT-GREY-000M,2267.96185,shopify,continue,manual,89.00,169.00,true,true,'850027409368,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-3.jpg?v=1676264680,3,PawProof™ Throw Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-1.jpg?v=1676264676,lb,,9.00,,,,,,,,
pawproof-throw-blanket,,,,,,,,,Grey,,"Small (28""L x 38""W)",,,40BT-GREY-000S,2267.96185,shopify,continue,manual,79.00,149.00,true,true,'850027409351,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-4.jpg?v=1676264682,4,PawProof™ Throw Blanket | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-1.jpg?v=1676264676,lb,,4.51,,,,,,,,
pawproof-throw-blanket,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-5.jpg?v=1676264685,5,PawProof™ Throw Blanket | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pawproof-throw-blanket,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-6.jpg?v=1676264687,6,PawProof™ Throw Blanket | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pawproof-throw-blanket,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-7.jpg?v=1676264690,7,PawProof™ Throw Blanket | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pawproof-throw-blanket,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-8.jpg?v=1676264692,8,PawProof™ Throw Blanket | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pawproof-throw-blanket,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-9.jpg?v=1676264695,9,PawProof™ Throw Blanket | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pawproof-throw-blanket,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pawprooftm-throw-blanket-alpha-paw-10.jpg?v=1676264697,10,PawProof™ Throw Blanket | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
replacement-grinder-head,Replacement Grinder Head,"Groom your pet’s nails smoothly and safely with fresh Grinder Heads for the <a href=""https://www.alphapaw.com/products/pet-nail-grinder"">Pet Nail Grinder</a>. Regularly replacing the Grinder Head helps ensure quicker and smoother grooming. Available in packs of 1, 2, and 3.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Benefits:<br data-mce-fragment=""1"">✔ Trims Nails Safely unlike traditional nail clippers<br data-mce-fragment=""1"">✔ Improves Grooming by replacing dull grinder heads<br data-mce-fragment=""1"">✔ Easy to Install",Alpha Paw,Animals & Pet Supplies,Animals & Pet Supplies,"_wf_cus, dog, dropship, grooming, growaov-collection, woo_import_1",false,Size,1 Pack,,,,,NCLP-REPL-1PCK,2267.96185,,deny,manual,15.00,49.99,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/replacement-grinder-head-alpha-paw-1.jpg?v=1676264676,1,Replacement Grinder Head | Alpha Paw,false,Replacement Grinder Head - Alpha Paw,"Groom your pet’s nails smoothly and safely with fresh Grinder Heads for the Pet Nail Grinder. Regularly replacing the Grinder Head helps ensure quicker and smoother grooming. Available in packs of 1, 2, and 3.",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/replacement-grinder-head-alpha-paw-1.jpg?v=1676264676,lb,,6.50,true,false,,,true,,,draft
replacement-grinder-head,,,,,,,,,2 Pack,,,,,NCLP-REPL-2PCK,2267.96185,,deny,manual,36.00,59.99,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/replacement-grinder-head-alpha-paw-2.jpg?v=1676264678,2,Replacement Grinder Head | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/replacement-grinder-head-alpha-paw-3.jpg?v=1676264680,lb,,13.00,,,,,,,,
replacement-grinder-head,,,,,,,,,3 Pack,,,,,NCLP-REPL-3PCK,2267.96185,,deny,manual,45.00,69.99,true,true,"",https://cdn.shopify.com/s/files/1/0582/8552/3124/products/replacement-grinder-head-alpha-paw-3.jpg?v=1676264680,3,Replacement Grinder Head | Alpha Paw,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/replacement-grinder-head-alpha-paw-4.jpg?v=1676264683,lb,,19.50,,,,,,,,
replacement-grinder-head,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/replacement-grinder-head-alpha-paw-4.jpg?v=1676264683,4,Replacement Grinder Head | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pet-nail-grinder,Pet Nail Grinder,"<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Meet the pain-free, cordless, and quiet solution to grooming your pet's nails at home. The Pet Nail Grinder features a USB rechargeable battery, adjustable safety guard, and ultralight motor. Simply select the opening that's best for your pet’s nail size and gently file to the perfect length.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Benefits:<br></b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">✔ </span><b data-mce-fragment=""1"">Trims Nails Safely </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">unlike nail clippers that cause injury<br></span><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">✔ </span><b data-mce-fragment=""1"">Cordless Design</b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> allows your pet to sit or lie comfortably<br></span><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">✔ </span><b data-mce-fragment=""1"">Adjustable Safety Guard</b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> for nails of all sizes<br></span><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">✔ </span><b data-mce-fragment=""1"">Rechargeable Battery </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">lasts up to 2 hours on full charge<br></span><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">✔ </span><b data-mce-fragment=""1"">30-Day Money-Back Guarantee</b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> love it or get your money back</span></p>",Alpha Paw,Animals & Pet Supplies > Pet Supplies > Dog Supplies,"","_wf_cus, bogo50, clearance, dog, grooming, growaov-collection, new-products, woo_import_1",true,Title,Default Title,,,,,NCLP-WHTE-000M,2267.96185,shopify,deny,manual,16.00,79.99,true,true,'850027409092,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pet-nail-grinder-alpha-paw-1.jpg?v=1676264675,1,Pet Nail Grinder | Alpha Paw,false,Pet Nail Grinder - Alpha Paw,"Meet the pain-free, cordless, and quiet solution to grooming your pet's nails at home. The Pet Nail Grinder features a USB rechargeable battery, adjustable safety guard, and ultralight motor. Simply select the opening that's best for your pet’s nail size and gently file to the perfect length.",,,,,,,,,,,,,lb,,7.83,true,true,,,true,,,active
pet-nail-grinder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pet-nail-grinder-alpha-paw-2.jpg?v=1676264678,2,Pet Nail Grinder | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pet-nail-grinder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pet-nail-grinder-alpha-paw-3.jpg?v=1676264680,3,Pet Nail Grinder | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pet-nail-grinder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pet-nail-grinder-alpha-paw-4.jpg?v=1676264682,4,Pet Nail Grinder | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pet-nail-grinder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pet-nail-grinder-alpha-paw-5.jpg?v=1676264684,5,Pet Nail Grinder | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
pet-nail-grinder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/pet-nail-grinder-alpha-paw-6.jpg?v=1676264686,6,Pet Nail Grinder | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-personalized-dog-paw-pendant-necklace,Limited Edition Personalized Dog Paw Pendant Necklace,"<p>Commemorate your dog with a one-of-a-kind engraved stainless steel pendant necklace. In 3 easy steps, have a personalized gift for yourself or your favorite pet mom!</p>
<p><strong>Step 1:</strong><span> </span>Let us know the name you’d like on the pendant (no typos!)<br><strong>Step 2:</strong><span> </span>Place your order.<br><strong>Step 3:</strong><span> </span>It will take 10-15 business days to process, engrave, and ship. Then show off to all your friends and family!</p>
<ul></ul>",Alpha Paw,Apparel & Accessories > Jewelry > Necklaces,"","_wf_cus, dropship, growaov-collection, growaov-ignore, pet-parents, woo_import_1",false,Title,Default Title,,,,,YLQ7895,1814.36948,shopify,deny,manual,39.00,169.99,true,true,'850027409108,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/limited-edition-personalized-dog-paw-pendant-necklace-alpha-paw-1.jpg?v=1676264658,1,Limited Edition Personalized Dog Paw Pendant Necklace | Alpha Paw,false,Limited Edition Personalized Dog Paw Pendant Necklace - Alpha Paw,"Commemorate your dog with a one-of-a-kind engraved stainless steel pendant necklace. In 3 easy steps, have a personalized gift for yourself or your favorite pet mom! Step 1: Let us know the name you'd like on the pendant (no typos!) Step 2: Place your order. Step 3: It will take 10-15 business days to process, engrave, and ship. Then show off to all your friends and family!",,,,,,,,,,,,,lb,,18.00,true,false,,,true,,,draft
limited-edition-personalized-dog-paw-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/limited-edition-personalized-dog-paw-pendant-necklace-alpha-paw-2.jpg?v=1676264660,2,Limited Edition Personalized Dog Paw Pendant Necklace | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-personalized-dog-paw-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/limited-edition-personalized-dog-paw-pendant-necklace-alpha-paw-3.jpg?v=1676264662,3,Limited Edition Personalized Dog Paw Pendant Necklace | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-personalized-dog-paw-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/limited-edition-personalized-dog-paw-pendant-necklace-alpha-paw-4.jpg?v=1676264664,4,Limited Edition Personalized Dog Paw Pendant Necklace | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
limited-edition-personalized-dog-paw-pendant-necklace,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/8552/3124/products/limited-edition-personalized-dog-paw-pendant-necklace-alpha-paw-5.jpg?v=1676264666,5,Limited Edition Personalized Dog Paw Pendant Necklace | Alpha Paw,,,,,,,,,,,,,,,,,,,,,,,,,,
